V4_3,Data Marking,Lower limit,Upper limit,yyyy-yy,Time,administrative-geography,Geography,measure-of-wellbeing,MeasureOfWellbeing,wellbeing-estimate,Estimate
,x,,,2018-19,2018-19,E07000052,West Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2012-13,2012-13,E07000049,East Dorset,worthwhile,Worthwhile,fair,Fair
,x,,,2017-18,2017-18,E07000053,Weymouth and Portland,worthwhile,Worthwhile,fair,Fair
,x,,,2017-18,2017-18,E07000205,Suffolk Coastal,happiness,Happiness,poor,Poor
48.07,,43.66,52.49,2015-16,2015-16,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,good,Good
,x,,,2015-16,2015-16,E07000053,Weymouth and Portland,worthwhile,Worthwhile,poor,Poor
,x,,,2017-18,2017-18,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
12.54,,9.86,15.21,2014-15,2014-15,S12000015,Fife,worthwhile,Worthwhile,fair,Fair
46.04,,34.28,57.8,2014-15,2014-15,E07000051,Purbeck,worthwhile,Worthwhile,good,Good
49.71,,39.6,59.72,2016-17,2016-17,E07000206,Waveney,worthwhile,Worthwhile,good,Good
4.16,,2.71,5.6,2016-17,2016-17,E06000029,Poole,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2016-17,2016-17,E07000050,North Dorset,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2018-19,2018-19,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,poor,Poor
30.68,,22.04,39.32,2013-14,2013-14,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,very-good,Very good
48.52,,43.91,53.14,2015-16,2015-16,S12000015,Fife,life-satisfaction,Life Satisfaction,good,Good
24.56,,20.31,28.81,2012-13,2012-13,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2013-14,2013-14,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2017-18,2017-18,E07000048,Christchurch,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2013-14,2013-14,E07000050,North Dorset,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2015-16,2015-16,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2014-15,2014-15,E07000052,West Dorset,worthwhile,Worthwhile,fair,Fair
36.15,,26.48,45.83,2018-19,2018-19,E07000050,North Dorset,worthwhile,Worthwhile,very-good,Very good
49.31,,30.84,67.78,2017-18,2017-18,E07000191,West Somerset,worthwhile,Worthwhile,good,Good
3.26,,2.04,4.49,2012-13,2012-13,E10000009,Dorset,worthwhile,Worthwhile,poor,Poor
17.17,,14.17,20.17,2012-13,2012-13,S12000046,Glasgow City,worthwhile,Worthwhile,fair,Fair
16.88,,13.41,20.34,2015-16,2015-16,S12000046,Glasgow City,worthwhile,Worthwhile,fair,Fair
,x,,,2015-16,2015-16,E07000051,Purbeck,worthwhile,Worthwhile,poor,Poor
,x,,,2012-13,2012-13,E06000053,Isles of Scilly,worthwhile,Worthwhile,fair,Fair
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2015-16,2015-16,E07000051,Purbeck,life-satisfaction,Life Satisfaction,fair,Fair
31.73,,20.95,42.5,2016-17,2016-17,E07000048,Christchurch,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2017-18,2017-18,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,fair,Fair
56.12,,52.2,60.04,2015-16,2015-16,E10000009,Dorset,life-satisfaction,Life Satisfaction,good,Good
52.37,,43.65,61.09,2017-18,2017-18,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,good,Good
7.33,,5.41,9.24,2012-13,2012-13,S12000046,Glasgow City,worthwhile,Worthwhile,poor,Poor
4.06,,2.6,5.52,2019-20,2019-20,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
,x,,,2018-19,2018-19,E07000048,Christchurch,worthwhile,Worthwhile,fair,Fair
15.47,,12.82,18.11,2011-12,2011-12,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
,x,,,2016-17,2016-17,E07000050,North Dorset,worthwhile,Worthwhile,poor,Poor
29.21,,20.95,37.47,2017-18,2017-18,E07000050,North Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E06000053,Isles of Scilly,worthwhile,Worthwhile,fair,Fair
,x,,,2012-13,2012-13,E07000051,Purbeck,life-satisfaction,Life Satisfaction,poor,Poor
29.32,,25.81,32.83,2017-18,2017-18,E10000009,Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
6.69,,0.0,0.0,2011-12,2011-12,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,poor,Poor
52.65,,44.41,60.88,2017-18,2017-18,E07000049,East Dorset,life-satisfaction,Life Satisfaction,good,Good
4.07,,-0.93,11.04,2014-15,2014-15,E10000009,Dorset,life-satisfaction,Life Satisfaction,poor,Poor
29.81,,26.12,33.5,2018-19,2018-19,E06000029,Poole,life-satisfaction,Life Satisfaction,very-good,Very good
30.23,,19.59,40.86,2019-20,2019-20,E07000051,Purbeck,life-satisfaction,Life Satisfaction,very-good,Very good
55.13,,34.17,76.08,2019-20,2019-20,E07000191,West Somerset,worthwhile,Worthwhile,very-good,Very good
11.92,,9.02,14.82,2015-16,2015-16,S12000015,Fife,worthwhile,Worthwhile,fair,Fair
,x,,,2012-13,2012-13,E06000053,Isles of Scilly,worthwhile,Worthwhile,good,Good
,x,,,2012-13,2012-13,E07000053,Weymouth and Portland,worthwhile,Worthwhile,poor,Poor
12.27,,10.14,14.4,2011-12,2011-12,E10000009,Dorset,worthwhile,Worthwhile,fair,Fair
37.44,,33.51,41.37,2018-19,2018-19,E10000009,Dorset,worthwhile,Worthwhile,very-good,Very good
,x,,,2019-20,2019-20,E07000205,Suffolk Coastal,worthwhile,Worthwhile,poor,Poor
53.32,,49.47,57.17,2017-18,2017-18,E06000029,Poole,worthwhile,Worthwhile,good,Good
,x,,,2013-14,2013-14,E07000052,West Dorset,worthwhile,Worthwhile,fair,Fair
,x,,,2012-13,2012-13,E07000206,Waveney,worthwhile,Worthwhile,fair,Fair
60.36,,38.54,82.19,2018-19,2018-19,E07000191,West Somerset,life-satisfaction,Life Satisfaction,good,Good
29.15,,19.94,38.37,2019-20,2019-20,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,very-good,Very good
61.54,,49.75,73.33,2018-19,2018-19,E07000053,Weymouth and Portland,life-satisfaction,Life Satisfaction,good,Good
4.41,,2.99,5.83,2013-14,2013-14,E10000009,Dorset,life-satisfaction,Life Satisfaction,poor,Poor
29.51,,20.73,24.47,2014-15,2014-15,S12000015,Fife,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2017-18,2017-18,E07000191,West Somerset,life-satisfaction,Life Satisfaction,poor,Poor
40.19,,31.12,49.26,2018-19,2018-19,E07000049,East Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2016-17,2016-17,E07000051,Purbeck,life-satisfaction,Life Satisfaction,poor,Poor
50.27,,40.34,60.2,2018-19,2018-19,E07000205,Suffolk Coastal,worthwhile,Worthwhile,good,Good
,x,,,2018-19,2018-19,E07000206,Waveney,worthwhile,Worthwhile,fair,Fair
53.24,,49.33,57.14,2017-18,2017-18,E10000009,Dorset,life-satisfaction,Life Satisfaction,good,Good
48.58,,44.36,52.77,2016-17,2016-17,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
51.67,,47.11,56.24,2016-17,2016-17,S12000046,Glasgow City,worthwhile,Worthwhile,good,Good
,x,,,2012-13,2012-13,E07000050,North Dorset,worthwhile,Worthwhile,poor,Poor
43.18,,32.42,53.94,2019-20,2019-20,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
55.45,,51.5,59.41,2015-16,2015-16,E06000028,Bournemouth,worthwhile,Worthwhile,good,Good
,x,,,2011-12,2011-12,E07000205,Suffolk Coastal,worthwhile,Worthwhile,fair,Fair
26.60,,18.72,34.48,2012-13,2012-13,E07000052,West Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2017-18,2017-18,E07000051,Purbeck,life-satisfaction,Life Satisfaction,fair,Fair
23.25,,19.46,27.04,2019-20,2019-20,S12000046,Glasgow City,life-satisfaction,Life Satisfaction,very-good,Very good
34.95,,27.94,43.36,2013-14,2013-14,E07000048,Christchurch,worthwhile,Worthwhile,very-good,Very good
45.32,,40.78,49.86,2018-19,2018-19,S12000044,North Lanarkshire,worthwhile,Worthwhile,good,Good
,x,,,2012-13,2012-13,E07000205,Suffolk Coastal,worthwhile,Worthwhile,fair,Fair
,x,,,2013-14,2013-14,E07000191,West Somerset,life-satisfaction,Life Satisfaction,poor,Poor
51.82,,47.24,56.4,2015-16,2015-16,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,good,Good
12.95,,9.88,16.01,2018-19,2018-19,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
37.58,,33.19,41.98,2019-20,2019-20,S12000024,Perth and Kinross,worthwhile,Worthwhile,very-good,Very good
41.35,,32.05,50.65,2018-19,2018-19,E07000205,Suffolk Coastal,worthwhile,Worthwhile,very-good,Very good
,x,,,2017-18,2017-18,E07000191,West Somerset,worthwhile,Worthwhile,fair,Fair
22.82,,14.05,31.58,2014-15,2014-15,E07000048,Christchurch,worthwhile,Worthwhile,fair,Fair
43.73,,31.85,55.56,2016-17,2016-17,E07000051,Purbeck,worthwhile,Worthwhile,good,Good
,x,,,2014-15,2014-15,E07000050,North Dorset,worthwhile,Worthwhile,poor,Poor
,x,,,2012-13,2012-13,E07000052,West Dorset,worthwhile,Worthwhile,fair,Fair
7.49,,7.36,7.63,2012-13,2012-13,E06000029,Poole,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.52,,7.37,7.67,2013-14,2013-14,S12000046,Glasgow City,worthwhile,Worthwhile,average-mean,Average (mean)
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
7.53,,7.2,7.85,2014-15,2014-15,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
7.69,,7.41,7.96,2011-12,2011-12,E07000206,Waveney,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
,x,,,2016-17,2016-17,E06000053,Isles of Scilly,anxiety,Anxiety,fair,Fair
33.87,,29.86,37.88,2018-19,2018-19,S12000046,Glasgow City,happiness,Happiness,very-good,Very good
37.95,,23.45,52.45,2019-20,2019-20,E07000051,Purbeck,happiness,Happiness,good,Good
13.84,,11.29,16.38,2011-12,2011-12,S12000046,Glasgow City,happiness,Happiness,poor,Poor
,x,,,2013-14,2013-14,E07000053,Weymouth and Portland,happiness,Happiness,poor,Poor
,x,,,2019-20,2019-20,E07000051,Purbeck,happiness,Happiness,fair,Fair
43.79,,39.59,48.0,2018-19,2018-19,E06000028,Bournemouth,happiness,Happiness,good,Good
30.17,,26.71,33.63,2012-13,2012-13,E06000028,Bournemouth,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,happiness,Happiness,fair,Fair
37.23,,28.03,46.42,2011-12,2011-12,E07000190,Taunton Deane,happiness,Happiness,good,Good
,x,,,2014-15,2014-15,E07000201,Forest Heath,happiness,Happiness,poor,Poor
49.12,,32.0,66.25,2017-18,2017-18,E07000191,West Somerset,anxiety,Anxiety,very-good,Very good
7.77,,7.46,8.08,2011-12,2011-12,E07000190,Taunton Deane,worthwhile,Worthwhile,average-mean,Average (mean)
7.41,,6.81,8.01,2011-12,2011-12,E07000191,West Somerset,worthwhile,Worthwhile,average-mean,Average (mean)
38.22,,33.2,43.24,2017-18,2017-18,E06000028,Bournemouth,anxiety,Anxiety,very-good,Very good
39.42,,26.95,51.89,2016-17,2016-17,E07000201,Forest Heath,anxiety,Anxiety,very-good,Very good
19.44,,11.89,26.99,2016-17,2016-17,E07000190,Taunton Deane,anxiety,Anxiety,good,Good
8.63,,6.49,10.77,2016-17,2016-17,E06000028,Bournemouth,happiness,Happiness,poor,Poor
,x,,,2014-15,2014-15,E07000051,Purbeck,happiness,Happiness,fair,Fair
32.69,,25.08,40.3,2017-18,2017-18,E07000205,Suffolk Coastal,happiness,Happiness,very-good,Very good
,x,,,2016-17,2016-17,E07000205,Suffolk Coastal,happiness,Happiness,poor,Poor
28.94,,17.56,40.33,2019-20,2019-20,E07000204,St Edmundsbury,happiness,Happiness,good,Good
,x,,,2011-12,2011-12,E07000190,Taunton Deane,happiness,Happiness,poor,Poor
,x,,,2011-12,2011-12,E07000049,East Dorset,happiness,Happiness,poor,Poor
8.39,,8.15,8.62,2017-18,2017-18,E07000190,Taunton Deane,worthwhile,Worthwhile,average-mean,Average (mean)
12.25,,7.57,16.94,2014-15,2014-15,E07000052,West Dorset,anxiety,Anxiety,fair,Fair
7.97,,7.81,8.12,2019-20,2019-20,S12000024,Perth and Kinross,worthwhile,Worthwhile,average-mean,Average (mean)
39.99,,35.97,44.01,2015-16,2015-16,E06000028,Bournemouth,anxiety,Anxiety,very-good,Very good
15.89,,13.23,18.54,2014-15,2014-15,E06000029,Poole,anxiety,Anxiety,poor,Poor
17.13,,10.37,23.89,2018-19,2018-19,E07000205,Suffolk Coastal,anxiety,Anxiety,fair,Fair
45.39,,34.97,55.81,2017-18,2017-18,E07000206,Waveney,anxiety,Anxiety,very-good,Very good
43.79,,38.77,48.81,2018-19,2018-19,S12000015,Fife,happiness,Happiness,good,Good
17.88,,15.21,20.55,2013-14,2013-14,S12000044,North Lanarkshire,happiness,Happiness,fair,Fair
17.88,,14.01,21.75,2018-19,2018-19,S12000015,Fife,happiness,Happiness,fair,Fair
14.76,,12.2,17.31,2012-13,2012-13,S12000044,North Lanarkshire,happiness,Happiness,poor,Poor
,x,,,2019-20,2019-20,E07000191,West Somerset,happiness,Happiness,poor,Poor
38.84,,29.72,47.96,2018-19,2018-19,E07000190,Taunton Deane,happiness,Happiness,very-good,Very good
,x,,,2018-19,2018-19,E07000191,West Somerset,happiness,Happiness,very-good,Very good
,x,,,2013-14,2013-14,E07000048,Christchurch,happiness,Happiness,poor,Poor
7.28,,7.06,7.49,2017-18,2017-18,S12000044,North Lanarkshire,happiness,Happiness,average-mean,Average (mean)
,x,,,2013-14,2013-14,E07000052,West Dorset,anxiety,Anxiety,fair,Fair
,x,,,2014-15,2014-15,E07000053,Weymouth and Portland,anxiety,Anxiety,poor,Poor
20.08,,12.76,27.4,2017-18,2017-18,E07000050,North Dorset,anxiety,Anxiety,good,Good
23.03,,19.97,26.1,2012-13,2012-13,S12000024,Perth and Kinross,anxiety,Anxiety,good,Good
15.69,,9.96,21.43,2014-15,2014-15,E07000053,Weymouth and Portland,anxiety,Anxiety,good,Good
20.79,,14.37,27.21,2011-12,2011-12,E07000206,Waveney,anxiety,Anxiety,poor,Poor
,x,,,2014-15,2014-15,E07000053,Weymouth and Portland,happiness,Happiness,poor,Poor
40.99,,37.35,44.63,2012-13,2012-13,S12000046,Glasgow City,happiness,Happiness,good,Good
17.39,,14.54,20.24,2012-13,2012-13,S12000015,Fife,happiness,Happiness,fair,Fair
42.39,,38.19,46.6,2017-18,2017-18,S12000046,Glasgow City,happiness,Happiness,good,Good
,x,,,2013-14,2013-14,E07000051,Purbeck,happiness,Happiness,fair,Fair
5.74,,4.06,7.41,2017-18,2017-18,E06000028,Bournemouth,happiness,Happiness,poor,Poor
15.60,,13.01,18.19,2013-14,2013-14,S12000024,Perth and Kinross,happiness,Happiness,fair,Fair
,x,,,2013-14,2013-14,E07000191,West Somerset,happiness,Happiness,very-good,Very good
40.27,,27.13,53.45,2015-16,2015-16,E07000201,Forest Heath,happiness,Happiness,good,Good
9.88,,7.6,12.17,2016-17,2016-17,E10000009,Dorset,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2014-15,2014-15,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,good,Good
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,good,Good
28.33,,20.48,36.17,2011-12,2011-12,E07000050,North Dorset,life-satisfaction,Life Satisfaction,very-good,Very good
7.86,,7.57,8.15,2018-19,2018-19,E07000190,Taunton Deane,happiness,Happiness,average-mean,Average (mean)
2.49,,2.29,2.69,2014-15,2014-15,E10000009,Dorset,anxiety,Anxiety,average-mean,Average (mean)
,x,,,2012-13,2012-13,E07000206,Waveney,worthwhile,Worthwhile,good,Good
24.63,,16.1,33.19,2013-14,2013-14,E07000048,Christchurch,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2014-15,2014-15,E07000206,Waveney,life-satisfaction,Life Satisfaction,poor,Poor
51.48,,41.11,61.84,2019-20,2019-20,E07000190,Taunton Deane,life-satisfaction,Life Satisfaction,good,Good
,x,,,2014-15,2014-15,E07000048,Christchurch,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2013-14,2013-14,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,poor,Poor
,x,,,2017-18,2017-18,E07000201,Forest Heath,life-satisfaction,Life Satisfaction,very-good,Very good
7.01,,6.57,7.46,2012-13,2012-13,E07000048,Christchurch,happiness,Happiness,average-mean,Average (mean)
7.76,,7.6,7.91,2015-16,2015-16,S12000015,Fife,worthwhile,Worthwhile,average-mean,Average (mean)
14.67,,11.06,18.29,2018-19,2018-19,S12000015,Fife,life-satisfaction,Life Satisfaction,fair,Fair
36.24,,27.48,45.01,2017-18,2017-18,E07000204,St Edmundsbury,life-satisfaction,Life Satisfaction,very-good,Very good
28.33,,24.47,32.18,2017-18,2017-18,E06000029,Poole,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2015-16,2015-16,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2012-13,2012-13,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,poor,Poor
12.38,,9.88,14.89,2016-17,2016-17,E06000029,Poole,life-satisfaction,Life Satisfaction,fair,Fair
7.75,,7.62,7.89,2013-14,2013-14,S12000015,Fife,worthwhile,Worthwhile,average-mean,Average (mean)
2.87,,2.33,3.42,2019-20,2019-20,E07000049,East Dorset,anxiety,Anxiety,average-mean,Average (mean)
2.71,,2.26,3.15,2016-17,2016-17,E07000049,East Dorset,anxiety,Anxiety,average-mean,Average (mean)
2.54,,1.98,3.09,2014-15,2014-15,E07000053,Weymouth and Portland,anxiety,Anxiety,average-mean,Average (mean)
,x,,,2011-12,2011-12,E06000053,Isles of Scilly,life-satisfaction,Life Satisfaction,poor,Poor
56.69,,52.84,60.61,2015-16,2015-16,E06000028,Bournemouth,life-satisfaction,Life Satisfaction,good,Good
29.42,,26.05,32.78,2011-12,2011-12,E06000029,Poole,life-satisfaction,Life Satisfaction,very-good,Very good
,x,,,2019-20,2019-20,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,poor,Poor
41.76,,31.56,51.96,2019-20,2019-20,E07000205,Suffolk Coastal,life-satisfaction,Life Satisfaction,good,Good
3.06,,2.2,3.93,2019-20,2019-20,E07000050,North Dorset,anxiety,Anxiety,average-mean,Average (mean)
7.67,,6.96,8.38,2016-17,2016-17,E07000191,West Somerset,happiness,Happiness,average-mean,Average (mean)
,x,,,2017-18,2017-18,E07000201,Forest Heath,worthwhile,Worthwhile,fair,Fair
,x,,,2018-19,2018-19,S12000024,Perth and Kinross,life-satisfaction,Life Satisfaction,poor,Poor
14.25,,11.18,17.33,2018-19,2018-19,S12000044,North Lanarkshire,life-satisfaction,Life Satisfaction,fair,Fair
,x,,,2016-17,2016-17,S12000015,Fife,worthwhile,Worthwhile,poor,Poor
48.48,,43.89,53.06,2019-20,2019-20,S12000024,Perth and Kinross,worthwhile,Worthwhile,good,Good
10.85,,7.64,14.05,2019-20,2019-20,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
,x,,,2017-18,2017-18,E07000053,Weymouth and Portland,worthwhile,Worthwhile,poor,Poor
,x,,,2018-19,2018-19,E06000053,Isles of Scilly,anxiety,Anxiety,poor,Poor
46.65,,36.78,56.52,2014-15,2014-15,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
,x,,,2014-15,2014-15,E07000201,Forest Heath,anxiety,Anxiety,good,Good
53.07,,37.63,68.52,2016-17,2016-17,E07000191,West Somerset,anxiety,Anxiety,very-good,Very good
,x,,,2017-18,2017-18,E07000206,Waveney,anxiety,Anxiety,good,Good
,x,,,2013-14,2013-14,E07000190,Taunton Deane,happiness,Happiness,fair,Fair
,x,,,2013-14,2013-14,E07000190,Taunton Deane,happiness,Happiness,poor,Poor
,x,,,2018-19,2018-19,E07000191,West Somerset,anxiety,Anxiety,fair,Fair
10.20,,7.84,12.56,2018-19,2018-19,E06000029,Poole,worthwhile,Worthwhile,fair,Fair
39.95,,29.83,50.07,2019-20,2019-20,E07000205,Suffolk Coastal,anxiety,Anxiety,very-good,Very good
21.73,,14.25,29.22,2015-16,2015-16,E07000204,St Edmundsbury,anxiety,Anxiety,fair,Fair
,x,,,2016-17,2016-17,E07000191,West Somerset,anxiety,Anxiety,good,Good
46.10,,36.56,55.64,2017-18,2017-18,E07000204,St Edmundsbury,anxiety,Anxiety,very-good,Very good
,x,,,2013-14,2013-14,E07000191,West Somerset,happiness,Happiness,fair,Fair
,x,,,2018-19,2018-19,E07000051,Purbeck,worthwhile,Worthwhile,fair,Fair
32.10,,28.05,36.16,2017-18,2017-18,S12000046,Glasgow City,worthwhile,Worthwhile,very-good,Very good
,x,,,2014-15,2014-15,E07000204,St Edmundsbury,anxiety,Anxiety,poor,Poor
,x,,,2018-19,2018-19,E07000206,Waveney,anxiety,Anxiety,poor,Poor
,x,,,2012-13,2012-13,E07000206,Waveney,anxiety,Anxiety,fair,Fair
,x,,,2015-16,2015-16,E07000191,West Somerset,anxiety,Anxiety,good,Good
18.45,,15.66,21.25,2017-18,2017-18,E06000029,Poole,anxiety,Anxiety,poor,Poor
23.85,,19.46,28.23,2019-20,2019-20,E10000009,Dorset,anxiety,Anxiety,good,Good
22.06,,18.73,25.4,2014-15,2014-15,S12000015,Fife,anxiety,Anxiety,good,Good
15.09,,9.27,20.91,2015-16,2015-16,E07000206,Waveney,anxiety,Anxiety,fair,Fair
6.05,,4.05,8.06,2016-17,2016-17,S12000024,Perth and Kinross,happiness,Happiness,poor,Poor
7.67,,5.71,9.63,2017-18,2017-18,E06000029,Poole,happiness,Happiness,poor,Poor
17.03,,13.56,20.5,2019-20,2019-20,S12000046,Glasgow City,happiness,Happiness,fair,Fair
45.97,,35.28,56.64,2014-15,2014-15,E07000204,St Edmundsbury,happiness,Happiness,very-good,Very good
39.95,,35.28,44.63,2019-20,2019-20,E10000009,Dorset,happiness,Happiness,very-good,Very good
,x,,,2014-15,2014-15,E07000204,St Edmundsbury,happiness,Happiness,fair,Fair
33.39,,24.91,41.88,2012-13,2012-13,E07000048,Christchurch,anxiety,Anxiety,very-good,Very good
14.38,,11.74,17.02,2012-13,2012-13,S12000015,Fife,worthwhile,Worthwhile,fair,Fair
11.89,,8.99,14.8,2017-18,2017-18,S12000044,North Lanarkshire,worthwhile,Worthwhile,fair,Fair
5.97,,3.8,8.14,2016-17,2016-17,S12000046,Glasgow City,worthwhile,Worthwhile,poor,Poor
34.31,,30.31,38.32,2015-16,2015-16,S12000044,North Lanarkshire,worthwhile,Worthwhile,very-good,Very good
51.12,,42.58,59.67,2017-18,2017-18,E07000190,Taunton Deane,anxiety,Anxiety,very-good,Very good
48.49,,43.57,53.42,2019-20,2019-20,S12000046,Glasgow City,happiness,Happiness,good,Good
40.95,,37.33,44.57,2012-13,2012-13,S12000024,Perth and Kinross,happiness,Happiness,good,Good
36.67,,25.42,47.93,2018-19,2018-19,E07000048,Christchurch,happiness,Happiness,very-good,Very good
44.17,,31.43,56.92,2011-12,2011-12,E07000201,Forest Heath,happiness,Happiness,very-good,Very good
37.39,,27.35,47.43,2017-18,2017-18,E07000053,Weymouth and Portland,happiness,Happiness,good,Good
,x,,,2017-18,2017-18,E06000053,Isles of Scilly,happiness,Happiness,very-good,Very good
15.58,,9.79,21.35,2011-12,2011-12,E07000206,Waveney,happiness,Happiness,fair,Fair
7.36,,7.2,7.52,2011-12,2011-12,S12000024,Perth and Kinross,happiness,Happiness,average-mean,Average (mean)
2.90,,2.65,3.16,2015-16,2015-16,S12000046,Glasgow City,anxiety,Anxiety,average-mean,Average (mean)
2.95,,2.72,3.18,2016-17,2016-17,E06000028,Bournemouth,anxiety,Anxiety,average-mean,Average (mean)
7.87,,7.23,8.5,2017-18,2017-18,E07000201,Forest Heath,happiness,Happiness,average-mean,Average (mean)
7.74,,7.5,7.99,2017-18,2017-18,E07000052,West Dorset,life-satisfaction,Life Satisfaction,average-mean,Average (mean)
