FeatureCode,DateCode,Measurement,Units,Value,Tenure
E07000061,Year ending 2022-03-31,Completions,building-completions,40,Private Enterprise
E07000061,Year ending 2022-06-30,Completions,building-completions,40,Private Enterprise
E07000061,2022 Q2,Completions,building-completions,10,Private Enterprise
E07000061,Year ending 2022-09-30,Completions,building-completions,50,Private Enterprise
E07000061,2022 Q3,Completions,building-completions,10,Private Enterprise
E07000061,Year ending 2022-09-30,Completions,building-completions,50,All
E07000061,2022 Q3,Completions,building-completions,10,All
E07000061,2022 Q1,Completions,building-completions,10,All
E07000061,Year ending 2022-03-31,Completions,building-completions,40,All
E07000061,2022 Q2,Completions,building-completions,10,All
E07000061,Year ending 2022-06-30,Completions,building-completions,40,All
E07000064,2022 Q1,Completions,building-completions,20,Housing Association
E07000064,Year ending 2022-03-31,Completions,building-completions,80,Housing Association
E07000064,Year ending 2022-09-30,Completions,building-completions,120,Housing Association
E07000064,2022 Q3,Completions,building-completions,50,Housing Association
E07000064,2022 Q2,Completions,building-completions,40,Housing Association
E07000064,Year ending 2022-06-30,Completions,building-completions,80,Housing Association
E07000064,2022 Q2,Completions,building-completions,0,Local Authority
E07000064,2022 Q3,Completions,building-completions,0,Local Authority
E07000064,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E07000064,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E07000064,2022 Q1,Completions,building-completions,0,Local Authority
E07000064,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E07000064,Year ending 2022-03-31,Completions,building-completions,180,Private Enterprise
E07000064,2022 Q1,Completions,building-completions,30,Private Enterprise
E07000064,Year ending 2022-06-30,Completions,building-completions,170,Private Enterprise
E07000064,2022 Q2,Completions,building-completions,60,Private Enterprise
E07000064,Year ending 2022-09-30,Completions,building-completions,160,Private Enterprise
E07000064,2022 Q3,Completions,building-completions,30,Private Enterprise
E07000064,Year ending 2022-09-30,Completions,building-completions,280,All
E07000064,2022 Q3,Completions,building-completions,70,All
E07000064,Year ending 2022-03-31,Completions,building-completions,260,All
E07000064,2022 Q1,Completions,building-completions,50,All
E07000064,2022 Q2,Completions,building-completions,100,All
E07000064,Year ending 2022-06-30,Completions,building-completions,250,All
E09000006,Year ending 2022-03-31,Completions,building-completions,70,Housing Association
E09000006,2022 Q1,Completions,building-completions,0,Housing Association
E09000006,Year ending 2022-09-30,Completions,building-completions,110,Housing Association
E09000006,2022 Q3,Completions,building-completions,30,Housing Association
E09000006,2022 Q2,Completions,building-completions,30,Housing Association
E09000006,Year ending 2022-06-30,Completions,building-completions,90,Housing Association
E09000006,2022 Q2,Completions,building-completions,0,Local Authority
E09000006,2022 Q3,Completions,building-completions,0,Local Authority
E09000006,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000006,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000006,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000006,2022 Q1,Completions,building-completions,0,Local Authority
E09000006,2022 Q1,Completions,building-completions,140,Private Enterprise
E09000006,Year ending 2022-03-31,Completions,building-completions,280,Private Enterprise
E09000006,Year ending 2022-06-30,Completions,building-completions,350,Private Enterprise
E09000006,2022 Q2,Completions,building-completions,100,Private Enterprise
E09000006,Year ending 2022-09-30,Completions,building-completions,360,Private Enterprise
E09000006,2022 Q3,Completions,building-completions,60,Private Enterprise
E09000006,Year ending 2022-09-30,Completions,building-completions,470,All
E09000006,2022 Q3,Completions,building-completions,90,All
E09000006,2022 Q1,Completions,building-completions,140,All
E09000006,Year ending 2022-03-31,Completions,building-completions,350,All
E09000006,2022 Q2,Completions,building-completions,130,All
E09000006,Year ending 2022-06-30,Completions,building-completions,440,All
E09000023,Year ending 2022-03-31,Completions,building-completions,60,Housing Association
E09000023,2022 Q1,Completions,building-completions,10,Housing Association
E09000023,2022 Q3,Completions,building-completions,20,Housing Association
E09000023,Year ending 2022-09-30,Completions,building-completions,60,Housing Association
E09000023,2022 Q2,Completions,building-completions,0,Housing Association
E09000023,Year ending 2022-06-30,Completions,building-completions,60,Housing Association
E09000023,2022 Q2,Completions,building-completions,0,Local Authority
E09000023,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000023,2022 Q3,Completions,building-completions,0,Local Authority
E09000023,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000023,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000023,2022 Q1,Completions,building-completions,0,Local Authority
E09000023,2022 Q1,Completions,building-completions,60,Private Enterprise
E09000023,Year ending 2022-03-31,Completions,building-completions,100,Private Enterprise
E09000023,Year ending 2022-06-30,Completions,building-completions,100,Private Enterprise
E09000023,2022 Q2,Completions,building-completions,0,Private Enterprise
E09000023,2022 Q3,Completions,building-completions,30,Private Enterprise
E09000023,Year ending 2022-09-30,Completions,building-completions,120,Private Enterprise
E09000023,2022 Q3,Completions,building-completions,50,All
E09000023,Year ending 2022-09-30,Completions,building-completions,180,All
E09000023,2022 Q1,Completions,building-completions,70,All
E09000023,Year ending 2022-03-31,Completions,building-completions,160,All
E09000023,2022 Q2,Completions,building-completions,0,All
E09000023,Year ending 2022-06-30,Completions,building-completions,150,All
E09000022,Year ending 2022-03-31,Completions,building-completions,0,Housing Association
E09000022,2022 Q1,Completions,building-completions,0,Housing Association
E09000022,Year ending 2022-09-30,Completions,building-completions,0,Housing Association
E09000022,2022 Q3,Completions,building-completions,0,Housing Association
E09000022,2022 Q2,Completions,building-completions,0,Housing Association
E09000022,Year ending 2022-06-30,Completions,building-completions,0,Housing Association
E09000022,2022 Q2,Completions,building-completions,0,Local Authority
E09000022,2022 Q3,Completions,building-completions,0,Local Authority
E09000022,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000022,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000022,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000022,2022 Q1,Completions,building-completions,0,Local Authority
E09000022,2022 Q1,Completions,building-completions,40,Private Enterprise
E09000022,Year ending 2022-03-31,Completions,building-completions,90,Private Enterprise
E09000022,Year ending 2022-06-30,Completions,building-completions,80,Private Enterprise
E09000022,2022 Q2,Completions,building-completions,30,Private Enterprise
E09000022,Year ending 2022-09-30,Completions,building-completions,90,Private Enterprise
E09000022,2022 Q3,Completions,building-completions,20,Private Enterprise
E09000022,Year ending 2022-09-30,Completions,building-completions,90,All
E09000022,2022 Q3,Completions,building-completions,20,All
E09000022,2022 Q1,Completions,building-completions,40,All
E09000022,Year ending 2022-03-31,Completions,building-completions,90,All
E09000022,2022 Q2,Completions,building-completions,30,All
E09000022,Year ending 2022-06-30,Completions,building-completions,80,All
E09000008,2022 Q1,Completions,building-completions,0,Housing Association
E09000008,Year ending 2022-03-31,Completions,building-completions,20,Housing Association
E09000008,Year ending 2022-09-30,Completions,building-completions,70,Housing Association
E09000008,2022 Q3,Completions,building-completions,20,Housing Association
E09000008,2022 Q2,Completions,building-completions,20,Housing Association
E09000008,Year ending 2022-06-30,Completions,building-completions,40,Housing Association
E09000008,2022 Q2,Completions,building-completions,0,Local Authority
E09000008,2022 Q3,Completions,building-completions,0,Local Authority
E09000008,Year ending 2022-09-30,Completions,building-completions,0,Local Authority
E09000008,Year ending 2022-06-30,Completions,building-completions,0,Local Authority
E09000008,2022 Q1,Completions,building-completions,0,Local Authority
E09000008,Year ending 2022-03-31,Completions,building-completions,0,Local Authority
E09000008,Year ending 2022-03-31,Completions,building-completions,1160,Private Enterprise
E09000008,2022 Q1,Completions,building-completions,240,Private Enterprise
E09000008,Year ending 2022-06-30,Completions,building-completions,960,Private Enterprise
E09000008,2022 Q2,Completions,building-completions,140,Private Enterprise
E09000008,Year ending 2022-09-30,Completions,building-completions,960,Private Enterprise
E09000008,2022 Q3,Completions,building-completions,310,Private Enterprise
E09000008,Year ending 2022-09-30,Completions,building-completions,1020,All
E09000008,2022 Q3,Completions,building-completions,330,All
E09000008,Year ending 2022-03-31,Completions,building-completions,1180,All
E09000008,2022 Q1,Completions,building-completions,240,All
E09000008,2022 Q2,Completions,building-completions,160,All
E09000008,Year ending 2022-06-30,Completions,building-completions,1000,All
E07000111,2022 Q1,Completions,building-completions,0,Housing Association
E07000111,Year ending 2022-03-31,Completions,building-completions,10,Housing Association
